,resultId,raceId,driverId,constructorId,grid,positionOrder,points,laps,time,milliseconds,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,dob,constructorRef,status,constructorPoints,avgPit,circuitRef
7185,10922,461,182,1,18,14,0.0,44,,,,,,2,lauda,1949-02-22,mclaren,Disqualified,29.0,,hockenheimring
7186,10923,461,158,4,6,15,0.0,38,,,,,,69,cheever,1958-01-10,renault,Fuel system,56.0,,hockenheimring
7187,10924,461,160,45,26,16,0.0,34,,,,,,44,ghinzani,1952-01-16,osella,Oil leak,0.0,,hockenheimring
7188,10925,461,196,27,25,17,0.0,27,,,,,,5,boesel,1957-12-04,ligier,Engine,0.0,,hockenheimring
7189,10926,461,184,51,7,18,0.0,24,,,,,,101,baldi,1954-01-31,alfa,Turbo,7.0,,hockenheimring
7190,10927,461,152,53,10,19,0.0,19,,,,,,101,giacomelli,1952-09-10,toleman,Turbo,0.0,,hockenheimring
7191,10928,461,118,53,9,20,0.0,17,,,,,,5,warwick,1954-08-27,toleman,Engine,0.0,,hockenheimring
7192,10929,461,140,52,13,21,0.0,11,,,,,,5,johansson,1956-09-08,spirit,Engine,0.0,,hockenheimring
7193,10930,461,175,6,1,22,0.0,11,,,,,,5,tambay,1949-06-25,ferrari,Engine,59.0,,hockenheimring
7194,10931,461,173,32,11,23,0.0,10,,,,,,5,angelis,1958-03-26,team_lotus,Engine,4.0,,hockenheimring
7195,10932,461,105,25,16,24,0.0,4,,,,,,48,alboreto,1956-12-23,tyrrell,Fuel pump,11.0,,hockenheimring
7196,10933,461,95,32,17,25,0.0,1,,,,,,5,mansell,1953-08-08,team_lotus,Engine,4.0,,hockenheimring
7197,10934,461,195,55,24,26,0.0,0,,,,,,5,guerrero,1958-11-16,theodore,Engine,1.0,,hockenheimring
7198,10935,461,186,50,0,27,0.0,0,,,,,,81,acheson,1957-11-27,ram,Did not qualify,0.0,,hockenheimring
7199,10936,461,190,45,0,28,0.0,0,,,,,,81,corrado_fabi,1961-04-12,osella,Did not qualify,0.0,,hockenheimring
7200,10937,461,181,54,0,29,0.0,0,,,,,,81,manfred_winkelhock,1951-10-06,ats,Did not qualify,0.0,,hockenheimring
7201,11398,478,175,6,5,1,9.0,45,0.0,5245178.0,,,,1,tambay,1949-06-25,ferrari,Finished,61.0,,hockenheimring
7202,11399,478,163,4,3,2,6.0,45,16.379,5261557.0,,,,1,arnoux,1948-07-04,renault,Finished,44.0,,hockenheimring
7203,11400,478,177,3,9,3,4.0,44,,,,,,11,keke_rosberg,1948-12-06,williams,+1 Lap,40.0,,hockenheimring
7204,11401,478,105,25,7,4,3.0,44,,,,,,11,alboreto,1956-12-23,tyrrell,+1 Lap,14.0,,hockenheimring
7205,11402,478,152,51,11,5,2.0,44,,,,,,11,giacomelli,1952-09-10,alfa,+1 Lap,7.0,,hockenheimring
7206,11403,478,176,21,26,6,1.0,44,,,,,,11,surer,1951-09-18,arrows,+1 Lap,4.0,,hockenheimring
7207,11404,478,205,25,17,7,0.0,44,,,,,,11,henton,1946-09-19,tyrrell,+1 Lap,14.0,,hockenheimring
7208,11405,478,195,57,21,8,0.0,44,,,,,,11,guerrero,1958-11-16,ensign,+1 Lap,0.0,,hockenheimring
7209,11406,478,95,32,18,9,0.0,43,,,,,,12,mansell,1953-08-08,team_lotus,+2 Laps,20.0,,hockenheimring
7210,11407,478,118,53,14,10,0.0,43,,,,,,12,warwick,1954-08-27,toleman,+2 Laps,0.0,,hockenheimring
7211,11408,478,192,56,25,11,0.0,43,,,,,,12,serra,1957-02-03,fittipaldi,+2 Laps,1.0,,hockenheimring
7212,11409,478,187,1,10,12,0.0,36,,,,,,22,watson,1946-05-04,mclaren,Suspension,54.0,,hockenheimring
7213,11410,478,172,27,15,13,0.0,36,,,,,,64,laffite,1943-11-21,ligier,Handling,11.0,,hockenheimring
7214,11411,478,206,3,19,14,0.0,25,,,,,,5,daly,1953-03-11,williams,Engine,40.0,,hockenheimring
7215,11412,478,196,37,24,15,0.0,22,,,,,,27,boesel,1957-12-04,march,Tyre,0.0,,hockenheimring
7216,11413,478,173,32,13,16,0.0,21,,,,,,64,angelis,1958-03-26,team_lotus,Handling,20.0,,hockenheimring
7217,11414,478,137,34,4,17,0.0,18,,,,,,4,piquet,1952-08-17,brabham,Collision,36.0,,hockenheimring
7218,11415,478,194,54,22,18,0.0,17,,,,,,4,salazar,1954-11-14,ats,Collision,4.0,,hockenheimring
7219,11416,478,117,4,2,19,0.0,14,,,,,,98,prost,1955-02-24,renault,Injection,44.0,,hockenheimring
7220,11417,478,119,34,6,20,0.0,13,,,,,,5,patrese,1954-04-17,brabham,Engine,36.0,,hockenheimring
7221,11418,478,110,51,8,21,0.0,9,,,,,,6,cesaris,1959-05-31,alfa,Gearbox,7.0,,hockenheimring
7222,11419,478,158,27,12,22,0.0,8,,,,,,69,cheever,1958-01-10,ligier,Fuel system,11.0,,hockenheimring
7223,11420,478,184,21,23,23,0.0,6,,,,,,69,baldi,1954-01-31,arrows,Fuel system,4.0,,hockenheimring
7224,11421,478,197,45,20,24,0.0,3,,,,,,38,jarier,1946-07-10,osella,Steering,3.0,,hockenheimring
7225,11422,478,181,54,16,25,0.0,3,,,,,,8,manfred_winkelhock,1951-10-06,ats,Clutch,4.0,,hockenheimring
7226,11423,478,202,6,1,26,0.0,0,,,,,,3,pironi,1952-03-26,ferrari,Accident,61.0,,hockenheimring
7227,11424,478,210,55,0,27,0.0,0,,,,,,81,byrne,1958-05-06,theodore,Did not qualify,0.0,,hockenheimring
7228,11425,478,211,37,0,28,0.0,0,,,,,,81,keegan,1955-02-26,march,Did not qualify,0.0,,hockenheimring
7229,11426,478,170,53,0,29,0.0,0,,,,,,81,fabi,1955-03-09,toleman,Did not qualify,0.0,,hockenheimring
7230,11816,492,137,34,6,1,9.0,45,0.0,5155600.0,,,,1,piquet,1952-08-17,brabham,Finished,43.0,,hockenheimring
7231,11817,492,117,4,1,2,6.0,45,11.52,5167120.0,,,,1,prost,1955-02-24,renault,Finished,24.0,,hockenheimring
7232,11818,492,172,27,7,3,4.0,45,,5220200.0,,,,1,laffite,1943-11-21,ligier,Finished,25.0,,hockenheimring
7233,11819,492,212,34,16,4,3.0,45,,5255290.0,,,,1,rebaque,1956-02-05,brabham,Finished,43.0,,hockenheimring
7234,11820,492,158,25,18,5,2.0,45,,5266120.0,,,,1,cheever,1958-01-10,tyrrell,Finished,10.0,,hockenheimring
7235,11821,492,187,1,9,6,1.0,44,,,,,,11,watson,1946-05-04,mclaren,+1 Lap,21.0,,hockenheimring
7236,11822,492,173,32,14,7,0.0,44,,,,,,11,angelis,1958-03-26,team_lotus,+1 Lap,13.0,,hockenheimring
7237,11823,492,197,45,17,8,0.0,44,,,,,,11,jarier,1946-07-10,osella,+1 Lap,0.0,,hockenheimring
7238,11824,492,207,51,12,9,0.0,44,,,,,,11,mario_andretti,1940-02-28,alfa,+1 Lap,3.0,,hockenheimring
7239,11825,492,203,6,8,10,0.0,44,,,,,,11,gilles_villeneuve,1950-01-18,ferrari,+1 Lap,28.0,,hockenheimring
7240,11826,492,178,3,4,11,0.0,44,,,,,,11,jones,1946-11-02,williams,+1 Lap,67.0,,hockenheimring
7241,11827,492,216,21,26,12,0.0,44,,,,,,11,stohr,1952-10-10,arrows,+1 Lap,10.0,,hockenheimring
7242,11828,492,163,4,2,13,0.0,44,,,,,,11,arnoux,1948-07-04,renault,+1 Lap,24.0,,hockenheimring
7243,11829,492,176,55,22,14,0.0,43,,,,,,22,surer,1951-09-18,theodore,Suspension,1.0,,hockenheimring
7244,11830,492,152,51,17,15,0.0,43,,,,,,12,giacomelli,1952-09-10,alfa,+2 Laps,3.0,,hockenheimring
7245,11831,492,194,57,23,16,0.0,39,,,,,,62,salazar,1954-11-14,ensign,Not classified,4.0,,hockenheimring
7246,11832,492,201,54,28,17,0.0,35,,,,,,5,borgudd,1946-11-25,ats,Engine,1.0,,hockenheimring
7247,11833,492,199,3,3,18,0.0,27,,,,,,5,reutemann,1942-04-12,williams,Engine,67.0,,hockenheimring
7248,11834,492,119,21,13,19,0.0,27,,,,,,5,patrese,1954-04-17,arrows,Engine,10.0,,hockenheimring
7249,11835,492,175,27,11,20,0.0,27,,,,,,7,tambay,1949-06-25,ligier,Transmission,25.0,,hockenheimring
7250,11836,492,206,37,21,21,0.0,15,,,,,,22,daly,1953-03-11,march,Suspension,0.0,,hockenheimring
7251,11837,492,95,32,15,22,0.0,12,,,,,,95,mansell,1953-08-08,team_lotus,Fuel leak,13.0,,hockenheimring
7252,11838,492,110,1,10,23,0.0,4,,,,,,4,cesaris,1959-05-31,mclaren,Collision,21.0,,hockenheimring
7253,11839,492,202,6,5,24,0.0,1,,,,,,10,pironi,1952-03-26,ferrari,Electrical,28.0,,hockenheimring
7254,11840,492,177,56,0,25,0.0,0,,,,,,81,keke_rosberg,1948-12-06,fittipaldi,Did not qualify,0.0,,hockenheimring
7255,11841,492,205,53,0,26,0.0,0,,,,,,81,henton,1946-09-19,toleman,Did not qualify,0.0,,hockenheimring
7256,11842,492,213,45,0,27,0.0,0,,,,,,81,gabbiani,1957-01-02,osella,Did not qualify,0.0,,hockenheimring
7257,11843,492,118,53,0,28,0.0,0,,,,,,81,warwick,1954-08-27,toleman,Did not qualify,0.0,,hockenheimring
7258,11844,492,105,25,0,29,0.0,0,,,,,,81,alboreto,1956-12-23,tyrrell,Did not qualify,10.0,,hockenheimring
7259,11845,492,192,56,0,30,0.0,0,,,,,,81,serra,1957-02-03,fittipaldi,Did not qualify,0.0,,hockenheimring
7260,12213,506,172,27,5,1,9.0,45,0.0,5039730.0,,,,1,laffite,1943-11-21,ligier,Finished,48.0,,hockenheimring
7261,12214,506,199,3,4,2,6.0,45,3.19,5042920.0,,,,1,reutemann,1942-04-12,williams,Finished,67.0,,hockenheimring
7262,12215,506,178,3,1,3,4.0,45,43.53,5083260.0,,,,1,jones,1946-11-02,williams,Finished,67.0,,hockenheimring
7263,12216,506,137,34,6,4,3.0,45,44.48,5084210.0,,,,1,piquet,1952-08-17,brabham,Finished,34.0,,hockenheimring
7264,12217,506,152,51,19,5,2.0,45,,5116220.0,,,,1,giacomelli,1952-09-10,alfa,Finished,4.0,,hockenheimring
7265,12218,506,203,6,16,6,1.0,45,,5128450.0,,,,1,gilles_villeneuve,1950-01-18,ferrari,Finished,6.0,,hockenheimring
7266,12219,506,207,32,9,7,0.0,45,,5132740.0,,,,1,mario_andretti,1940-02-28,team_lotus,Finished,6.0,,hockenheimring
7267,12220,506,200,21,17,8,0.0,45,,5147480.0,,,,1,mass,1946-09-30,arrows,Finished,11.0,,hockenheimring
7268,12221,506,119,21,10,9,0.0,44,,,,,,11,patrese,1954-04-17,arrows,+1 Lap,11.0,,hockenheimring
7269,12222,506,206,25,22,10,0.0,44,,,,,,11,daly,1953-03-11,tyrrell,+1 Lap,10.0,,hockenheimring
7270,12223,506,117,1,14,11,0.0,44,,,,,,11,prost,1955-02-24,mclaren,+1 Lap,7.0,,hockenheimring
7271,12224,506,176,54,13,12,0.0,44,,,,,,11,surer,1951-09-18,ats,+1 Lap,0.0,,hockenheimring
7272,12225,506,222,6,21,13,0.0,44,,,,,,11,scheckter,1950-01-29,ferrari,+1 Lap,6.0,,hockenheimring
7273,12226,506,136,57,24,14,0.0,44,,,,,,11,lammers,1956-06-02,ensign,+1 Lap,0.0,,hockenheimring
7274,12227,506,197,25,23,15,0.0,44,,,,,,11,jarier,1946-07-10,tyrrell,+1 Lap,10.0,,hockenheimring
7275,12228,506,173,32,11,16,0.0,43,,,,,,67,angelis,1958-03-26,team_lotus,Wheel bearing,6.0,,hockenheimring
7276,12229,506,187,1,20,17,0.0,39,,,,,,5,watson,1946-05-04,mclaren,Engine,7.0,,hockenheimring
7277,12230,506,219,4,2,18,0.0,27,,,,,,5,jabouille,1942-10-01,renault,Engine,23.0,,hockenheimring
7278,12231,506,163,4,3,19,0.0,26,,,,,,5,arnoux,1948-07-04,renault,Engine,23.0,,hockenheimring
7279,12232,506,158,45,18,20,0.0,23,,,,,,6,cheever,1958-01-10,osella,Gearbox,0.0,,hockenheimring
7280,12233,506,202,27,7,21,0.0,18,,,,,,7,pironi,1952-03-26,ligier,Transmission,48.0,,hockenheimring
7281,12234,506,224,56,12,22,0.0,18,,,,,,23,emerson_fittipaldi,1946-12-12,fittipaldi,Brakes,9.0,,hockenheimring
7282,12235,506,177,56,8,23,0.0,8,,,,,,67,keke_rosberg,1948-12-06,fittipaldi,Wheel bearing,9.0,,hockenheimring
7283,12236,506,212,34,15,24,0.0,4,,,,,,6,rebaque,1956-02-05,brabham,Gearbox,34.0,,hockenheimring
7284,12237,506,211,3,0,25,0.0,0,,,,,,81,keegan,1955-02-26,williams,Did not qualify,67.0,,hockenheimring
7285,12238,506,229,54,0,26,0.0,0,,,,,,81,ertl,1948-08-31,ats,Did not qualify,0.0,,hockenheimring
7286,12614,521,178,3,2,1,9.0,45,0.0,5088830.0,,,,1,jones,1946-11-02,williams,Finished,38.0,,hockenheimring
7287,12615,521,223,3,6,2,6.0,45,2.91,5091740.0,,,,1,regazzoni,1939-09-05,williams,Finished,38.0,,hockenheimring
7288,12616,521,172,27,3,3,4.0,45,18.39,5107220.0,,,,1,laffite,1943-11-21,ligier,Finished,51.0,,hockenheimring
7289,12617,521,222,6,5,4,3.0,45,31.2,5120030.0,,,,1,scheckter,1950-01-29,ferrari,Finished,65.0,,hockenheimring
7290,12618,521,187,1,12,5,2.0,45,,5186630.0,,,,1,watson,1946-05-04,mclaren,Finished,13.0,,hockenheimring
7291,12619,521,200,21,18,6,1.0,44,,,,,,11,mass,1946-09-30,arrows,+1 Lap,4.0,,hockenheimring
7292,12620,521,209,25,16,7,0.0,44,,,,,,11,lees,1951-05-01,tyrrell,+1 Lap,21.0,,hockenheimring
7293,12621,521,203,6,9,8,0.0,44,,,,,,11,gilles_villeneuve,1950-01-18,ferrari,+1 Lap,65.0,,hockenheimring
7294,12622,521,202,25,8,9,0.0,44,,,,,,11,pironi,1952-03-26,tyrrell,+1 Lap,21.0,,hockenheimring
7295,12623,521,136,58,20,10,0.0,44,,,,,,11,lammers,1956-06-02,shadow,+1 Lap,0.0,,hockenheimring
7296,12624,521,173,58,21,11,0.0,43,,,,,,12,angelis,1958-03-26,shadow,+2 Laps,0.0,,hockenheimring
7297,12625,521,137,204,4,12,0.0,42,,,,,,5,piquet,1952-08-17,brabham-alfa_romeo,Engine,1.0,,hockenheimring
7298,12626,521,119,21,19,13,0.0,34,,,,,,27,patrese,1954-04-17,arrows,Tyre,4.0,,hockenheimring
7299,12627,521,175,1,15,14,0.0,30,,,,,,22,tambay,1949-06-25,mclaren,Suspension,13.0,,hockenheimring
7300,12628,521,177,59,17,15,0.0,29,,,,,,5,keke_rosberg,1948-12-06,wolf,Engine,0.0,,hockenheimring
7301,12629,521,182,204,7,16,0.0,27,,,,,,5,lauda,1949-02-22,brabham-alfa_romeo,Engine,1.0,,hockenheimring
7302,12630,521,235,27,14,17,0.0,24,,,,,,27,ickx,1945-01-01,ligier,Tyre,51.0,,hockenheimring
7303,12631,521,212,32,24,18,0.0,22,,,,,,64,rebaque,1956-02-05,team_lotus,Handling,37.0,,hockenheimring
7304,12632,521,207,32,11,19,0.0,16,,,,,,7,mario_andretti,1940-02-28,team_lotus,Transmission,37.0,,hockenheimring
7305,12633,521,163,4,10,20,0.0,9,,,,,,27,arnoux,1948-07-04,renault,Tyre,19.0,,hockenheimring
7306,12634,521,219,4,1,21,0.0,7,,,,,,20,jabouille,1942-10-01,renault,Spun off,19.0,,hockenheimring
7307,12635,521,224,56,22,22,0.0,4,,,,,,10,emerson_fittipaldi,1946-12-12,fittipaldi,Electrical,1.0,,hockenheimring
7308,12636,521,199,32,13,23,0.0,1,,,,,,3,reutemann,1942-04-12,team_lotus,Accident,37.0,,hockenheimring
7309,12637,521,233,54,23,24,0.0,0,,,,,,22,stuck,1951-01-01,ats,Suspension,0.0,,hockenheimring
7310,12638,521,236,57,0,25,0.0,0,,,,,,81,gaillard,1952-02-12,ensign,Did not qualify,0.0,,hockenheimring
7311,12639,521,232,60,0,26,0.0,0,,,,,,81,merzario,1943-03-11,merzario,Did not qualify,0.0,,hockenheimring
7312,13070,537,207,32,1,1,9.0,45,0.0,5280900.0,,,,1,mario_andretti,1940-02-28,team_lotus,Finished,67.0,,hockenheimring
7313,13071,537,222,59,4,2,6.0,45,15.35,5296250.0,,,,1,scheckter,1950-01-29,wolf,Finished,14.0,,hockenheimring
7314,13072,537,172,27,7,3,4.0,45,28.01,5308910.0,,,,1,laffite,1943-11-21,ligier,Finished,14.0,,hockenheimring
7315,13073,537,224,56,10,4,3.0,45,36.88,5317780.0,,,,1,emerson_fittipaldi,1946-12-12,fittipaldi,Finished,10.0,,hockenheimring
7316,13074,537,202,25,16,5,2.0,45,57.26,5338160.0,,,,1,pironi,1952-03-26,tyrrell,Finished,30.0,,hockenheimring
7317,13075,537,212,32,18,6,1.0,45,,5378760.0,,,,1,rebaque,1956-02-05,team_lotus,Finished,67.0,,hockenheimring
7318,13076,537,187,34,5,7,0.0,45,,5380430.0,,,,1,watson,1946-05-04,brabham,Finished,40.0,,hockenheimring
7319,13077,537,203,6,15,8,0.0,45,,5397770.0,,,,1,gilles_villeneuve,1950-01-18,ferrari,Finished,31.0,,hockenheimring
7320,13078,537,119,21,14,9,0.0,44,,,,,,11,patrese,1954-04-17,arrows,+1 Lap,8.0,,hockenheimring
7321,13079,537,177,59,19,10,0.0,42,,,,,,13,keke_rosberg,1948-12-06,wolf,+3 Laps,14.0,,hockenheimring
7322,13080,537,229,57,17,11,0.0,41,,,,,,5,ertl,1948-08-31,ensign,Engine,0.0,,hockenheimring
7323,13081,537,243,21,23,12,0.0,42,,,,,,2,stommelen,1943-07-11,arrows,Disqualified,8.0,,hockenheimring
7324,13082,537,238,32,2,13,0.0,36,,,,,,6,peterson,1944-02-14,team_lotus,Gearbox,67.0,,hockenheimring
7325,13083,537,231,1,8,14,0.0,34,,,,,,2,hunt,1947-08-29,mclaren,Disqualified,12.0,,hockenheimring
7326,13084,537,178,3,6,15,0.0,31,,,,,,69,jones,1946-11-02,williams,Fuel system,5.0,,hockenheimring
7327,13085,537,137,57,21,16,0.0,31,,,,,,5,piquet,1952-08-17,ensign,Engine,0.0,,hockenheimring
7328,13086,537,230,63,20,17,0.0,24,,,,,,69,brambilla,1937-11-11,surtees,Fuel system,0.0,,hockenheimring
7329,13087,537,175,1,11,18,0.0,16,,,,,,3,tambay,1949-06-25,mclaren,Accident,12.0,,hockenheimring
7330,13088,537,199,6,12,19,0.0,14,,,,,,69,reutemann,1942-04-12,ferrari,Fuel system,31.0,,hockenheimring
7331,13089,537,182,34,3,20,0.0,11,,,,,,5,lauda,1949-02-22,brabham,Engine,40.0,,hockenheimring
7332,13090,537,219,4,9,21,0.0,5,,,,,,5,jabouille,1942-10-01,renault,Engine,0.0,,hockenheimring
7333,13091,537,200,54,22,22,0.0,1,,,,,,3,mass,1946-09-30,ats,Accident,0.0,,hockenheimring
7334,13092,537,233,58,24,23,0.0,1,,,,,,3,stuck,1951-01-01,shadow,Accident,6.0,,hockenheimring
7335,13093,537,221,25,13,24,0.0,0,,,,,,3,depailler,1944-08-09,tyrrell,Accident,30.0,,hockenheimring
7336,13094,537,223,58,0,25,0.0,0,,,,,,81,regazzoni,1939-09-05,shadow,Did not qualify,6.0,,hockenheimring
7337,13095,537,197,54,0,26,0.0,0,,,,,,81,jarier,1946-07-10,ats,Did not qualify,0.0,,hockenheimring
7338,13096,537,211,63,0,27,0.0,0,,,,,,81,keegan,1955-02-26,surtees,Did not qualify,0.0,,hockenheimring
7339,13097,537,232,60,0,28,0.0,0,,,,,,81,merzario,1943-03-11,merzario,Did not qualify,0.0,,hockenheimring
7340,13098,537,163,65,0,29,0.0,0,,,,,,97,arnoux,1948-07-04,martini,Did not prequalify,0.0,,hockenheimring
7341,13099,537,239,1,0,30,0.0,0,,,,,,97,lunger,1945-11-14,mclaren,Did not prequalify,12.0,,hockenheimring
7342,13524,553,182,6,3,1,9.0,47,0.0,5509300.0,,,,1,lauda,1949-02-22,ferrari,Finished,65.0,,hockenheimring
7343,13525,553,222,59,1,2,6.0,47,14.33,5523630.0,,,,1,scheckter,1950-01-29,wolf,Finished,38.0,,hockenheimring
7344,13526,553,233,34,5,3,4.0,47,20.9,5530200.0,,,,1,stuck,1951-01-01,brabham,Finished,23.0,,hockenheimring
7345,13527,553,199,6,8,4,3.0,47,60.27,5569570.0,,,,1,reutemann,1942-04-12,ferrari,Finished,65.0,,hockenheimring
7346,13528,553,230,63,10,5,2.0,47,87.37,5596670.0,,,,1,brambilla,1937-11-11,surtees,Finished,5.0,,hockenheimring
7347,13529,553,175,57,11,6,1.0,47,89.81,5599110.0,,,,1,tambay,1949-06-25,ensign,Finished,2.0,,hockenheimring
7348,13530,553,267,63,19,7,0.0,46,,,,,,11,schuppan,1943-03-19,surtees,+1 Lap,5.0,,hockenheimring
7349,13531,553,237,37,20,8,0.0,46,,,,,,11,ribeiro,1948-11-07,march,+1 Lap,0.0,,hockenheimring
7350,13532,553,238,25,14,9,0.0,42,,,,,,5,peterson,1944-02-14,tyrrell,Engine,14.0,,hockenheimring
7351,13533,553,119,58,16,10,0.0,42,,,,,,36,patrese,1954-04-17,shadow,Wheel,4.0,,hockenheimring
7352,13534,553,211,64,23,11,0.0,40,,,,,,3,keegan,1955-02-26,hesketh,Accident,0.0,,hockenheimring
7353,13535,553,207,32,7,12,0.0,34,,,,,,5,mario_andretti,1940-02-28,team_lotus,Engine,47.0,,hockenheimring
7354,13536,553,231,1,4,13,0.0,32,,,,,,48,hunt,1947-08-29,mclaren,Fuel pump,34.0,,hockenheimring
7355,13537,553,255,32,9,14,0.0,31,,,,,,5,nilsson,1948-11-20,team_lotus,Engine,47.0,,hockenheimring
7356,13538,553,200,1,13,15,0.0,26,,,,,,6,mass,1946-09-30,mclaren,Gearbox,34.0,,hockenheimring
7357,13539,553,221,25,15,16,0.0,22,,,,,,5,depailler,1944-08-09,tyrrell,Engine,14.0,,hockenheimring
7358,13540,553,172,27,6,17,0.0,21,,,,,,5,laffite,1943-11-21,ligier,Engine,10.0,,hockenheimring
7359,13541,553,212,64,24,18,0.0,20,,,,,,5,rebaque,1956-02-05,hesketh,Engine,0.0,,hockenheimring
7360,13542,553,239,1,21,19,0.0,14,,,,,,3,lunger,1945-11-14,mclaren,Accident,34.0,,hockenheimring
7361,13543,553,251,37,19,20,0.0,9,,,,,,8,ian_scheckter,1947-08-22,march,Clutch,0.0,,hockenheimring
7362,13544,553,187,34,2,21,0.0,8,,,,,,5,watson,1946-05-04,brabham,Engine,23.0,,hockenheimring
7363,13545,553,197,67,12,22,0.0,5,,,,,,7,jarier,1946-07-10,penske,Transmission,1.0,,hockenheimring
7364,13546,553,178,58,17,23,0.0,0,,,,,,3,jones,1946-11-02,shadow,Accident,4.0,,hockenheimring
7365,13547,553,268,67,25,24,0.0,9,,,,,,81,heyer,1943-03-16,penske,Did not qualify,1.0,,hockenheimring
7366,13548,553,258,37,0,25,0.0,0,,,,,,81,neve,1949-10-13,march,Did not qualify,0.0,,hockenheimring
7367,13549,553,208,1,0,26,0.0,0,,,,,,81,villota,1946-07-26,mclaren,Did not qualify,34.0,,hockenheimring
7368,13550,553,224,56,0,27,0.0,0,,,,,,81,emerson_fittipaldi,1946-12-12,fittipaldi,Did not qualify,8.0,,hockenheimring
7369,13551,553,232,37,0,28,0.0,0,,,,,,81,merzario,1943-03-11,march,Did not qualify,0.0,,hockenheimring
7370,13552,553,269,66,0,29,0.0,0,,,,,,81,pilette,1942-07-26,brm,Did not qualify,0.0,,hockenheimring
7371,16042,650,358,32,2,1,9.0,50,0.0,6120300.0,,,,1,rindt,1942-04-18,team_lotus,Finished,50.0,,hockenheimring
7372,16043,650,235,6,1,2,6.0,50,0.7,6121000.0,,,,1,ickx,1945-01-01,ferrari,Finished,16.0,,hockenheimring
7373,16044,650,304,187,16,3,4.0,50,,6202100.0,,,,1,hulme,1936-06-18,mclaren-ford,Finished,27.0,,hockenheimring
7374,16045,650,224,32,13,4,3.0,50,,6235400.0,,,,1,emerson_fittipaldi,1946-12-12,team_lotus,Finished,50.0,,hockenheimring
7375,16046,650,243,34,11,5,2.0,49,,,,,,11,stommelen,1943-07-11,brabham,+1 Lap,29.0,,hockenheimring
7376,16047,650,280,82,5,6,1.0,49,,,,,,11,pescarolo,1942-09-25,matra,+1 Lap,16.0,,hockenheimring
7377,16048,650,327,37,14,7,0.0,49,,,,,,11,cevert,1944-02-25,march,+1 Lap,33.0,,hockenheimring
7378,16049,650,346,37,4,8,0.0,47,,,,,,80,siffert,1936-07-07,march,Ignition,33.0,,hockenheimring
7379,16050,650,341,63,15,9,0.0,46,,,,,,5,surtees,1934-02-11,surtees,Engine,0.0,,hockenheimring
7380,16051,650,289,32,20,10,0.0,37,,,,,,5,hill,1929-02-15,team_lotus,Engine,50.0,,hockenheimring
7381,16052,650,278,37,6,11,0.0,34,,,,,,5,amon,1943-07-20,march,Engine,33.0,,hockenheimring
7382,16053,650,223,6,3,12,0.0,30,,,,,,5,regazzoni,1939-09-05,ferrari,Engine,16.0,,hockenheimring
7383,16054,650,357,32,10,13,0.0,24,,,,,,5,miles,1943-06-14,team_lotus,Engine,50.0,,hockenheimring
7384,16055,650,328,37,7,14,0.0,20,,,,,,5,stewart,1939-06-11,march,Engine,33.0,,hockenheimring
7385,16056,650,207,37,9,15,0.0,15,,,,,,6,mario_andretti,1940-02-28,march,Gearbox,33.0,,hockenheimring
7386,16057,650,238,37,19,16,0.0,11,,,,,,5,peterson,1944-02-14,march,Engine,33.0,,hockenheimring
7387,16058,650,345,66,8,17,0.0,7,,,,,,80,rodriguez,1940-01-18,brm,Ignition,10.0,,hockenheimring
7388,16059,650,262,66,18,18,0.0,5,,,,,,5,oliver,1942-08-14,brm,Engine,10.0,,hockenheimring
7389,16060,650,356,34,12,19,0.0,4,,,,,,44,jack_brabham,1926-04-02,brabham,Oil leak,29.0,,hockenheimring
7390,16061,650,306,82,21,20,0.0,4,,,,,,22,beltoise,1937-04-26,matra,Suspension,16.0,,hockenheimring
7391,16062,650,320,187,17,21,0.0,3,,,,,,37,gethin,1940-02-21,mclaren-ford,Throttle,27.0,,hockenheimring
7392,16063,650,312,86,0,22,0.0,0,,,,,,81,redman,1937-03-09,tomaso,Did not qualify,0.0,,hockenheimring
7393,16064,650,333,198,0,23,0.0,0,,,,,,81,adamich,1941-10-03,mclaren-alfa_romeo,Did not qualify,0.0,,hockenheimring
7394,16065,650,351,85,0,24,0.0,0,,,,,,81,moser,1941-04-24,bellasi,Did not qualify,0.0,,hockenheimring
7395,16066,650,365,37,0,25,0.0,0,,,,,,81,hahne,1935-03-28,march,Did not qualify,33.0,,hockenheimring
7396,20563,347,4,6,2,1,25.0,67,0.0,5258864.0,2.0,2022-07-29 01:15:52,217.005,1,alonso,1981-07-29,ferrari,Finished,208.0,69458.58670520231,hockenheimring
7397,20564,347,13,6,3,2,18.0,67,4.196,5263060.0,3.0,2022-07-29 01:16:05,216.386,1,massa,1981-04-25,ferrari,Finished,208.0,48945.787301587305,hockenheimring
7398,20565,347,20,9,1,3,15.0,67,5.121,5263985.0,1.0,2022-07-29 01:15:49,217.166,1,vettel,1987-07-03,red_bull,Finished,272.0,71738.98139534883,hockenheimring
7399,20566,347,1,1,6,4,12.0,67,26.896,5285760.0,5.0,2022-07-29 01:16:30,215.238,1,hamilton,1985-01-07,mclaren,Finished,300.0,74893.54398148147,hockenheimring
