resultId,raceId,driverId,constructorId,grid,position,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,dob,constructorRef,status,constructorPoints,avgPit
7243,327,94,18,23,\N,22,0.0,40,\N,\N,\N,\N,\N,\N,10,martini,1961-04-23,minardi,Electrical,0.0,
7244,327,55,25,13,\N,23,0.0,23,\N,\N,\N,\N,\N,\N,24,alesi,1964-06-11,tyrrell,Differential,14.0,
7245,327,133,21,22,\N,24,0.0,22,\N,\N,\N,\N,\N,\N,22,caffi,1964-03-18,arrows,Suspension,2.0,
7246,327,123,3,8,\N,25,0.0,7,\N,\N,\N,\N,\N,\N,5,boutsen,1957-07-13,williams,Engine,21.0,
7247,327,139,35,24,\N,26,0.0,7,\N,\N,\N,\N,\N,\N,23,pirro,1962-01-12,dallara,Brakes,0.0,
7248,327,147,18,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,81,barilla,1961-04-20,minardi,Did not qualify,0.0,
7249,327,99,39,0,\N,28,0.0,0,\N,\N,\N,\N,\N,\N,81,tarquini,1962-03-02,ags,Did not qualify,0.0,
7250,327,148,46,0,\N,29,0.0,0,\N,\N,\N,\N,\N,\N,81,foitek,1965-03-27,onyx,Did not qualify,0.0,
7251,327,109,46,0,\N,30,0.0,0,\N,\N,\N,\N,\N,\N,81,lehto,1966-01-31,onyx,Did not qualify,0.0,
7252,327,129,45,0,\N,31,0.0,0,\N,\N,\N,\N,\N,\N,97,grouillard,1958-09-02,osella,Did not prequalify,0.0,
7253,327,90,44,0,\N,32,0.0,0,\N,\N,\N,\N,\N,\N,97,moreno,1959-02-11,eurobrun,Did not prequalify,0.0,
7254,327,149,44,0,\N,33,0.0,0,\N,\N,\N,\N,\N,\N,97,langes,1960-07-20,eurobrun,Did not prequalify,0.0,
7255,327,92,42,0,\N,34,0.0,0,\N,\N,\N,\N,\N,\N,97,gachot,1962-12-23,coloni,Did not prequalify,0.0,
7256,327,152,47,0,\N,35,0.0,0,\N,\N,\N,\N,\N,\N,97,giacomelli,1952-09-10,life,Did not prequalify,0.0,
7257,328,117,6,5,1,1,9.0,64,1:18:30.999,4710999,\N,\N,\N,\N,1,prost,1955-02-24,ferrari,Finished,54.0,
7258,328,123,3,4,2,2,6.0,64,+39.092,4750091,\N,\N,\N,\N,1,boutsen,1957-07-13,williams,Finished,27.0,
7259,328,102,1,2,3,3,4.0,64,+43.088,4754087,\N,\N,\N,\N,1,senna,1960-03-21,mclaren,Finished,64.0,
7260,328,103,33,8,4,4,3.0,64,+1:15.302,4786301,\N,\N,\N,\N,1,bernard,1964-08-24,larrousse,Finished,5.0,
7261,328,137,22,11,5,5,2.0,64,+1:24.003,4795002,\N,\N,\N,\N,1,piquet,1952-08-17,benetton,Finished,25.0,
7262,328,88,33,9,6,6,1.0,63,\N,\N,\N,\N,\N,\N,11,suzuki,1960-09-08,larrousse,+1 Lap,5.0,
7263,328,133,21,17,7,7,0.0,63,\N,\N,\N,\N,\N,\N,11,caffi,1964-03-18,arrows,+1 Lap,2.0,
7264,328,55,25,6,8,8,0.0,63,\N,\N,\N,\N,\N,\N,11,alesi,1964-06-11,tyrrell,+1 Lap,14.0,
7265,328,131,34,20,9,9,0.0,62,\N,\N,\N,\N,\N,\N,12,modena,1963-05-12,brabham,+2 Laps,2.0,
7266,328,78,27,21,10,10,0.0,62,\N,\N,\N,\N,\N,\N,12,larini,1964-03-19,ligier,+2 Laps,0.0,
7267,328,139,35,19,11,11,0.0,62,\N,\N,\N,\N,\N,\N,12,pirro,1962-01-12,dallara,+2 Laps,0.0,
7268,328,147,18,24,12,12,0.0,62,\N,\N,\N,\N,\N,\N,12,barilla,1961-04-20,minardi,+2 Laps,0.0,
7269,328,112,27,22,13,13,0.0,61,\N,\N,\N,\N,\N,\N,13,alliot,1954-07-27,ligier,+3 Laps,0.0,
7270,328,77,1,3,14,14,0.0,60,\N,\N,\N,\N,\N,\N,37,berger,1959-08-27,mclaren,Throttle,64.0,
7271,328,95,6,1,\N,15,0.0,55,\N,\N,\N,\N,\N,\N,6,mansell,1953-08-08,ferrari,Gearbox,54.0,
7272,328,122,41,10,\N,16,0.0,48,\N,\N,\N,\N,\N,\N,95,capelli,1963-05-24,leyton,Fuel leak,6.0,
7273,328,151,32,14,\N,17,0.0,48,\N,\N,\N,\N,\N,\N,5,donnelly,1964-03-26,team_lotus,Engine,1.0,
7274,328,118,32,16,\N,18,0.0,46,\N,\N,\N,\N,\N,\N,5,warwick,1954-08-27,team_lotus,Engine,1.0,
7275,328,99,39,26,\N,19,0.0,41,\N,\N,\N,\N,\N,\N,5,tarquini,1962-03-02,ags,Engine,0.0,
7276,328,105,21,25,\N,20,0.0,37,\N,\N,\N,\N,\N,\N,5,alboreto,1956-12-23,arrows,Engine,2.0,
7277,328,119,3,7,\N,21,0.0,26,\N,\N,\N,\N,\N,\N,83,patrese,1954-04-17,williams,Chassis,27.0,
7278,328,138,25,12,\N,22,0.0,20,\N,\N,\N,\N,\N,\N,10,satoru_nakajima,1953-02-23,tyrrell,Electrical,14.0,
7279,328,145,22,13,\N,23,0.0,15,\N,\N,\N,\N,\N,\N,4,nannini,1959-07-07,benetton,Collision,25.0,
7280,328,110,35,23,\N,24,0.0,12,\N,\N,\N,\N,\N,\N,69,cesaris,1959-05-31,dallara,Fuel system,0.0,
7281,328,94,18,18,\N,25,0.0,3,\N,\N,\N,\N,\N,\N,91,martini,1961-04-23,minardi,Alternator,0.0,
7282,328,127,41,15,\N,26,0.0,0,\N,\N,\N,\N,\N,\N,48,gugelmin,1963-04-20,leyton,Fuel pump,6.0,
7283,328,129,45,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,81,grouillard,1958-09-02,osella,Did not qualify,0.0,
7284,328,101,34,0,\N,28,0.0,0,\N,\N,\N,\N,\N,\N,81,brabham,1965-09-05,brabham,Did not qualify,2.0,
7285,328,109,46,0,\N,29,0.0,0,\N,\N,\N,\N,\N,\N,81,lehto,1966-01-31,onyx,Did not qualify,0.0,
7286,328,148,46,0,\N,30,0.0,0,\N,\N,\N,\N,\N,\N,81,foitek,1965-03-27,onyx,Did not qualify,0.0,
7287,328,90,44,0,\N,31,0.0,0,\N,\N,\N,\N,\N,\N,97,moreno,1959-02-11,eurobrun,Did not prequalify,0.0,
7288,328,114,39,0,\N,32,0.0,0,\N,\N,\N,\N,\N,\N,97,dalmas,1961-07-28,ags,Did not prequalify,0.0,
7289,328,149,44,0,\N,33,0.0,0,\N,\N,\N,\N,\N,\N,97,langes,1960-07-20,eurobrun,Did not prequalify,0.0,
7290,328,92,42,0,\N,34,0.0,0,\N,\N,\N,\N,\N,\N,97,gachot,1962-12-23,coloni,Did not prequalify,0.0,
7291,328,152,47,0,\N,35,0.0,0,\N,\N,\N,\N,\N,\N,97,giacomelli,1952-09-10,life,Did not prequalify,0.0,
7292,329,102,1,1,1,1,9.0,45,1:20:47.164,4847164,\N,\N,\N,\N,1,senna,1960-03-21,mclaren,Finished,77.0,
7293,329,145,22,9,2,2,6.0,45,+6.520,4853684,\N,\N,\N,\N,1,nannini,1959-07-07,benetton,Finished,31.0,
7294,329,77,1,2,3,3,4.0,45,+8.553,4855717,\N,\N,\N,\N,1,berger,1959-08-27,mclaren,Finished,77.0,
7295,329,117,6,3,4,4,3.0,45,+45.270,4892434,\N,\N,\N,\N,1,prost,1955-02-24,ferrari,Finished,57.0,
7296,329,119,3,5,5,5,2.0,45,+48.028,4895192,\N,\N,\N,\N,1,patrese,1954-04-17,williams,Finished,30.0,
7297,329,123,3,6,6,6,1.0,45,+1:21.491,4928655,\N,\N,\N,\N,1,boutsen,1957-07-13,williams,Finished,30.0,
7298,329,122,41,10,7,7,0.0,44,\N,\N,\N,\N,\N,\N,11,capelli,1963-05-24,leyton,+1 Lap,6.0,
7299,329,118,32,16,8,8,0.0,44,\N,\N,\N,\N,\N,\N,11,warwick,1954-08-27,team_lotus,+1 Lap,1.0,
7300,329,133,21,18,9,9,0.0,44,\N,\N,\N,\N,\N,\N,11,caffi,1964-03-18,arrows,+1 Lap,2.0,
7301,329,78,27,22,10,10,0.0,43,\N,\N,\N,\N,\N,\N,12,larini,1964-03-19,ligier,+2 Laps,0.0,
7302,329,55,25,8,11,11,0.0,40,\N,\N,\N,\N,\N,\N,7,alesi,1964-06-11,tyrrell,Transmission,14.0,
7303,329,109,46,25,\N,12,0.0,39,\N,\N,\N,\N,\N,\N,62,lehto,1966-01-31,onyx,Not classified,0.0,
7304,329,103,33,12,\N,13,0.0,35,\N,\N,\N,\N,\N,\N,48,bernard,1964-08-24,larrousse,Fuel pump,5.0,
7305,329,88,33,11,\N,14,0.0,33,\N,\N,\N,\N,\N,\N,8,suzuki,1960-09-08,larrousse,Clutch,5.0,
7306,329,138,25,13,\N,15,0.0,24,\N,\N,\N,\N,\N,\N,5,satoru_nakajima,1953-02-23,tyrrell,Engine,14.0,
7307,329,137,22,7,\N,16,0.0,23,\N,\N,\N,\N,\N,\N,5,piquet,1952-08-17,benetton,Engine,31.0,
7308,329,94,18,15,\N,17,0.0,20,\N,\N,\N,\N,\N,\N,5,martini,1961-04-23,minardi,Engine,0.0,
7309,329,148,46,26,\N,18,0.0,19,\N,\N,\N,\N,\N,\N,20,foitek,1965-03-27,onyx,Spun off,0.0,
7310,329,95,6,4,\N,19,0.0,15,\N,\N,\N,\N,\N,\N,41,mansell,1953-08-08,ferrari,Broken wing,57.0,
7311,329,127,41,14,\N,20,0.0,12,\N,\N,\N,\N,\N,\N,5,gugelmin,1963-04-20,leyton,Engine,6.0,
7312,329,101,34,21,\N,21,0.0,12,\N,\N,\N,\N,\N,\N,5,brabham,1965-09-05,brabham,Engine,2.0,
7313,329,105,21,19,\N,22,0.0,10,\N,\N,\N,\N,\N,\N,5,alboreto,1956-12-23,arrows,Engine,2.0,
7314,329,151,32,20,\N,23,0.0,1,\N,\N,\N,\N,\N,\N,8,donnelly,1964-03-26,team_lotus,Clutch,1.0,
7315,329,131,34,17,\N,24,0.0,0,\N,\N,\N,\N,\N,\N,8,modena,1963-05-12,brabham,Clutch,2.0,
7316,329,139,35,23,\N,25,0.0,0,\N,\N,\N,\N,\N,\N,4,pirro,1962-01-12,dallara,Collision,0.0,
7317,329,112,27,24,\N,26,0.0,0,\N,\N,\N,\N,\N,\N,2,alliot,1954-07-27,ligier,Disqualified,0.0,
7318,329,129,45,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,81,grouillard,1958-09-02,osella,Did not qualify,0.0,
7319,329,147,18,0,\N,28,0.0,0,\N,\N,\N,\N,\N,\N,81,barilla,1961-04-20,minardi,Did not qualify,0.0,
7320,329,114,39,0,\N,29,0.0,0,\N,\N,\N,\N,\N,\N,81,dalmas,1961-07-28,ags,Did not qualify,0.0,
7321,329,110,35,0,\N,30,0.0,0,\N,\N,\N,\N,\N,\N,81,cesaris,1959-05-31,dallara,Did not qualify,0.0,
7322,329,99,39,0,\N,31,0.0,0,\N,\N,\N,\N,\N,\N,97,tarquini,1962-03-02,ags,Did not prequalify,0.0,
7323,329,90,44,0,\N,32,0.0,0,\N,\N,\N,\N,\N,\N,97,moreno,1959-02-11,eurobrun,Did not prequalify,0.0,
7324,329,92,42,0,\N,33,0.0,0,\N,\N,\N,\N,\N,\N,97,gachot,1962-12-23,coloni,Did not prequalify,0.0,
7325,329,149,44,0,\N,34,0.0,0,\N,\N,\N,\N,\N,\N,97,langes,1960-07-20,eurobrun,Did not prequalify,0.0,
7326,329,152,47,0,\N,35,0.0,0,\N,\N,\N,\N,\N,\N,97,giacomelli,1952-09-10,life,Did not prequalify,0.0,
7327,330,123,3,1,1,1,9.0,77,1:49:30.597,6570597,\N,\N,\N,\N,1,boutsen,1957-07-13,williams,Finished,42.0,
7328,330,102,1,4,2,2,6.0,77,+0.288,6570885,\N,\N,\N,\N,1,senna,1960-03-21,mclaren,Finished,83.0,
7329,330,137,22,9,3,3,4.0,77,+27.893,6598490,\N,\N,\N,\N,1,piquet,1952-08-17,benetton,Finished,35.0,
7330,330,119,3,2,4,4,3.0,77,+31.833,6602430,\N,\N,\N,\N,1,patrese,1954-04-17,williams,Finished,42.0,
7331,330,118,32,11,5,5,2.0,77,+1:14.244,6644841,\N,\N,\N,\N,1,warwick,1954-08-27,team_lotus,Finished,3.0,
7332,330,103,33,12,6,6,1.0,77,+1:24.308,6654905,\N,\N,\N,\N,1,bernard,1964-08-24,larrousse,Finished,6.0,
7333,330,151,32,18,7,7,0.0,76,\N,\N,\N,\N,\N,\N,11,donnelly,1964-03-26,team_lotus,+1 Lap,3.0,
7334,330,127,41,17,8,8,0.0,76,\N,\N,\N,\N,\N,\N,11,gugelmin,1963-04-20,leyton,+1 Lap,6.0,
7335,330,133,21,26,9,9,0.0,76,\N,\N,\N,\N,\N,\N,11,caffi,1964-03-18,arrows,+1 Lap,2.0,
7336,330,139,35,13,10,10,0.0,76,\N,\N,\N,\N,\N,\N,11,pirro,1962-01-12,dallara,+1 Lap,0.0,
7337,330,78,27,25,11,11,0.0,76,\N,\N,\N,\N,\N,\N,11,larini,1964-03-19,ligier,+1 Lap,0.0,
7338,330,105,21,22,12,12,0.0,75,\N,\N,\N,\N,\N,\N,12,alboreto,1956-12-23,arrows,+2 Laps,2.0,
7339,330,99,39,24,13,13,0.0,74,\N,\N,\N,\N,\N,\N,13,tarquini,1962-03-02,ags,+3 Laps,0.0,
7340,330,112,27,21,14,14,0.0,74,\N,\N,\N,\N,\N,\N,13,alliot,1954-07-27,ligier,+3 Laps,0.0,
7341,330,147,18,23,15,15,0.0,74,\N,\N,\N,\N,\N,\N,13,barilla,1961-04-20,minardi,+3 Laps,0.0,
7342,330,77,1,3,16,16,0.0,72,\N,\N,\N,\N,\N,\N,4,berger,1959-08-27,mclaren,Collision,83.0,
7343,330,95,6,5,17,17,0.0,71,\N,\N,\N,\N,\N,\N,4,mansell,1953-08-08,ferrari,Collision,57.0,
7344,330,145,22,7,\N,18,0.0,64,\N,\N,\N,\N,\N,\N,4,nannini,1959-07-07,benetton,Collision,35.0,
7345,330,122,41,16,\N,19,0.0,56,\N,\N,\N,\N,\N,\N,6,capelli,1963-05-24,leyton,Gearbox,6.0,
7346,330,88,33,19,\N,20,0.0,37,\N,\N,\N,\N,\N,\N,5,suzuki,1960-09-08,larrousse,Engine,6.0,
7347,330,117,6,8,\N,21,0.0,36,\N,\N,\N,\N,\N,\N,6,prost,1955-02-24,ferrari,Gearbox,57.0,
7348,330,55,25,6,\N,22,0.0,36,\N,\N,\N,\N,\N,\N,4,alesi,1964-06-11,tyrrell,Collision,14.0,
7349,330,131,34,20,\N,23,0.0,35,\N,\N,\N,\N,\N,\N,5,modena,1963-05-12,brabham,Engine,2.0,
7350,330,94,18,14,\N,24,0.0,35,\N,\N,\N,\N,\N,\N,4,martini,1961-04-23,minardi,Collision,0.0,
7351,330,110,35,10,\N,25,0.0,22,\N,\N,\N,\N,\N,\N,5,cesaris,1959-05-31,dallara,Engine,0.0,
7352,330,138,25,15,\N,26,0.0,9,\N,\N,\N,\N,\N,\N,23,satoru_nakajima,1953-02-23,tyrrell,Brakes,14.0,
7353,330,114,39,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,81,dalmas,1961-07-28,ags,Did not qualify,0.0,
7354,330,101,34,0,\N,28,0.0,0,\N,\N,\N,\N,\N,\N,81,brabham,1965-09-05,brabham,Did not qualify,2.0,
7355,330,109,46,0,\N,29,0.0,0,\N,\N,\N,\N,\N,\N,81,lehto,1966-01-31,onyx,Did not qualify,0.0,
7356,330,148,46,0,\N,30,0.0,0,\N,\N,\N,\N,\N,\N,81,foitek,1965-03-27,onyx,Did not qualify,0.0,
7357,330,129,45,0,\N,31,0.0,0,\N,\N,\N,\N,\N,\N,97,grouillard,1958-09-02,osella,Did not prequalify,0.0,
7358,330,92,42,0,\N,32,0.0,0,\N,\N,\N,\N,\N,\N,97,gachot,1962-12-23,coloni,Did not prequalify,0.0,
7359,330,90,44,0,\N,33,0.0,0,\N,\N,\N,\N,\N,\N,97,moreno,1959-02-11,eurobrun,Did not prequalify,0.0,
7360,330,149,44,0,\N,34,0.0,0,\N,\N,\N,\N,\N,\N,97,langes,1960-07-20,eurobrun,Did not prequalify,0.0,
7361,330,152,47,0,\N,35,0.0,0,\N,\N,\N,\N,\N,\N,97,giacomelli,1952-09-10,life,Did not prequalify,0.0,
7362,331,102,1,1,1,1,9.0,44,1:26:31.997,5191997,\N,\N,\N,\N,1,senna,1960-03-21,mclaren,Finished,96.0,
7363,331,117,6,3,2,2,6.0,44,+3.550,5195547,\N,\N,\N,\N,1,prost,1955-02-24,ferrari,Finished,63.0,
7364,331,77,1,2,3,3,4.0,44,+28.462,5220459,\N,\N,\N,\N,1,berger,1959-08-27,mclaren,Finished,96.0,
7365,331,145,22,6,4,4,3.0,44,+49.337,5241334,\N,\N,\N,\N,1,nannini,1959-07-07,benetton,Finished,40.0,
7366,331,137,22,8,5,5,2.0,44,+1:29.650,5281647,\N,\N,\N,\N,1,piquet,1952-08-17,benetton,Finished,40.0,
7367,331,127,41,14,6,6,1.0,44,+1:48.851,5300848,\N,\N,\N,\N,1,gugelmin,1963-04-20,leyton,Finished,7.0,
7368,331,122,41,12,7,7,0.0,43,\N,\N,\N,\N,\N,\N,11,capelli,1963-05-24,leyton,+1 Lap,7.0,
7369,331,55,25,9,8,8,0.0,43,\N,\N,\N,\N,\N,\N,11,alesi,1964-06-11,tyrrell,+1 Lap,14.0,
7370,331,103,33,15,9,9,0.0,43,\N,\N,\N,\N,\N,\N,11,bernard,1964-08-24,larrousse,+1 Lap,6.0,
7371,331,133,21,19,10,10,0.0,43,\N,\N,\N,\N,\N,\N,11,caffi,1964-03-18,arrows,+1 Lap,2.0,
7372,331,118,32,18,11,11,0.0,43,\N,\N,\N,\N,\N,\N,11,warwick,1954-08-27,team_lotus,+1 Lap,3.0,
7373,331,151,32,22,12,12,0.0,43,\N,\N,\N,\N,\N,\N,11,donnelly,1964-03-26,team_lotus,+1 Lap,3.0,
7374,331,105,21,26,13,13,0.0,43,\N,\N,\N,\N,\N,\N,11,alboreto,1956-12-23,arrows,+1 Lap,2.0,
7375,331,78,27,21,14,14,0.0,42,\N,\N,\N,\N,\N,\N,12,larini,1964-03-19,ligier,+2 Laps,0.0,
7376,331,94,18,16,15,15,0.0,42,\N,\N,\N,\N,\N,\N,12,martini,1961-04-23,minardi,+2 Laps,0.0,
7377,331,129,45,23,16,16,0.0,42,\N,\N,\N,\N,\N,\N,12,grouillard,1958-09-02,osella,+2 Laps,0.0,
7378,331,131,34,13,17,17,0.0,39,\N,\N,\N,\N,\N,\N,5,modena,1963-05-12,brabham,Engine,2.0,
7379,331,101,34,24,\N,18,0.0,36,\N,\N,\N,\N,\N,\N,10,brabham,1965-09-05,brabham,Electrical,2.0,
7380,331,110,35,20,\N,19,0.0,27,\N,\N,\N,\N,\N,\N,5,cesaris,1959-05-31,dallara,Engine,0.0,
7381,331,123,3,4,\N,20,0.0,21,\N,\N,\N,\N,\N,\N,7,boutsen,1957-07-13,williams,Transmission,42.0,
7382,331,95,6,5,\N,21,0.0,19,\N,\N,\N,\N,\N,\N,64,mansell,1953-08-08,ferrari,Handling,63.0,
7383,331,119,3,7,\N,22,0.0,18,\N,\N,\N,\N,\N,\N,6,patrese,1954-04-17,williams,Gearbox,42.0,
7384,331,139,35,17,\N,23,0.0,5,\N,\N,\N,\N,\N,\N,47,pirro,1962-01-12,dallara,Water leak,0.0,
7385,331,138,25,10,\N,24,0.0,4,\N,\N,\N,\N,\N,\N,5,satoru_nakajima,1953-02-23,tyrrell,Engine,14.0,
7386,331,88,33,11,\N,25,0.0,0,\N,\N,\N,\N,\N,\N,3,suzuki,1960-09-08,larrousse,Accident,6.0,
7387,331,147,18,25,\N,26,0.0,0,\N,\N,\N,\N,\N,\N,3,barilla,1961-04-20,minardi,Accident,0.0,
7388,331,112,27,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,81,alliot,1954-07-27,ligier,Did not qualify,0.0,
7389,331,99,39,0,\N,28,0.0,0,\N,\N,\N,\N,\N,\N,81,tarquini,1962-03-02,ags,Did not qualify,0.0,
7390,331,114,39,0,\N,29,0.0,0,\N,\N,\N,\N,\N,\N,81,dalmas,1961-07-28,ags,Did not qualify,0.0,
7391,331,92,42,0,\N,30,0.0,0,\N,\N,\N,\N,\N,\N,81,gachot,1962-12-23,coloni,Did not qualify,0.0,
7392,331,90,44,0,\N,31,0.0,0,\N,\N,\N,\N,\N,\N,97,moreno,1959-02-11,eurobrun,Did not prequalify,0.0,
7393,331,149,44,0,\N,32,0.0,0,\N,\N,\N,\N,\N,\N,97,langes,1960-07-20,eurobrun,Did not prequalify,0.0,
7394,331,152,47,0,\N,33,0.0,0,\N,\N,\N,\N,\N,\N,97,giacomelli,1952-09-10,life,Did not prequalify,0.0,
7395,332,102,1,1,1,1,9.0,53,1:17:57.878,4677878,\N,\N,\N,\N,1,senna,1960-03-21,mclaren,Finished,109.0,
7396,332,117,6,2,2,2,6.0,53,+6.054,4683932,\N,\N,\N,\N,1,prost,1955-02-24,ferrari,Finished,72.0,
7397,332,77,1,3,3,3,4.0,53,+7.404,4685282,\N,\N,\N,\N,1,berger,1959-08-27,mclaren,Finished,109.0,
7398,332,95,6,4,4,4,3.0,53,+56.219,4734097,\N,\N,\N,\N,1,mansell,1953-08-08,ferrari,Finished,72.0,
7399,332,119,3,7,5,5,2.0,52,+1:25.274,4763152,\N,\N,\N,\N,1,patrese,1954-04-17,williams,Finished,44.0,
7400,332,138,25,14,6,6,1.0,52,\N,\N,\N,\N,\N,\N,11,satoru_nakajima,1953-02-23,tyrrell,+1 Lap,15.0,
7401,332,137,22,9,7,7,0.0,52,\N,\N,\N,\N,\N,\N,11,piquet,1952-08-17,benetton,+1 Lap,40.0,
7402,332,145,22,8,8,8,0.0,52,\N,\N,\N,\N,\N,\N,11,nannini,1959-07-07,benetton,+1 Lap,40.0,
7403,332,133,21,21,9,9,0.0,51,\N,\N,\N,\N,\N,\N,12,caffi,1964-03-18,arrows,+2 Laps,2.0,
7404,332,110,35,25,10,10,0.0,51,\N,\N,\N,\N,\N,\N,12,cesaris,1959-05-31,dallara,+2 Laps,0.0,
7405,332,78,27,26,11,11,0.0,51,\N,\N,\N,\N,\N,\N,12,larini,1964-03-19,ligier,+2 Laps,0.0,
7406,332,105,21,22,12,12,0.0,50,\N,\N,\N,\N,\N,\N,20,alboreto,1956-12-23,arrows,Spun off,2.0,
7407,332,112,27,20,13,13,0.0,50,\N,\N,\N,\N,\N,\N,13,alliot,1954-07-27,ligier,+3 Laps,0.0,
7408,332,114,39,24,\N,14,0.0,45,\N,\N,\N,\N,\N,\N,62,dalmas,1961-07-28,ags,Not classified,0.0,
7409,332,122,41,16,\N,15,0.0,36,\N,\N,\N,\N,\N,\N,5,capelli,1963-05-24,leyton,Engine,7.0,
7410,332,88,33,18,\N,16,0.0,36,\N,\N,\N,\N,\N,\N,10,suzuki,1960-09-08,larrousse,Electrical,6.0,
7411,332,129,45,23,\N,17,0.0,27,\N,\N,\N,\N,\N,\N,67,grouillard,1958-09-02,osella,Wheel bearing,0.0,
7412,332,127,41,10,\N,18,0.0,24,\N,\N,\N,\N,\N,\N,5,gugelmin,1963-04-20,leyton,Engine,7.0,
7413,332,131,34,17,\N,19,0.0,21,\N,\N,\N,\N,\N,\N,5,modena,1963-05-12,brabham,Engine,2.0,
7414,332,123,3,6,\N,20,0.0,18,\N,\N,\N,\N,\N,\N,22,boutsen,1957-07-13,williams,Suspension,44.0,
7415,332,118,32,12,\N,21,0.0,15,\N,\N,\N,\N,\N,\N,8,warwick,1954-08-27,team_lotus,Clutch,3.0,
7416,332,139,35,19,\N,22,0.0,14,\N,\N,\N,\N,\N,\N,20,pirro,1962-01-12,dallara,Spun off,0.0,
7417,332,151,32,11,\N,23,0.0,13,\N,\N,\N,\N,\N,\N,5,donnelly,1964-03-26,team_lotus,Engine,3.0,
7418,332,103,33,13,\N,24,0.0,10,\N,\N,\N,\N,\N,\N,8,bernard,1964-08-24,larrousse,Clutch,6.0,
7419,332,94,18,15,\N,25,0.0,7,\N,\N,\N,\N,\N,\N,22,martini,1961-04-23,minardi,Suspension,0.0,
7420,332,55,25,5,\N,26,0.0,4,\N,\N,\N,\N,\N,\N,20,alesi,1964-06-11,tyrrell,Spun off,15.0,
7421,332,99,39,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,81,tarquini,1962-03-02,ags,Did not qualify,0.0,
7422,332,147,18,0,\N,28,0.0,0,\N,\N,\N,\N,\N,\N,81,barilla,1961-04-20,minardi,Did not qualify,0.0,
7423,332,101,34,0,\N,29,0.0,0,\N,\N,\N,\N,\N,\N,81,brabham,1965-09-05,brabham,Did not qualify,2.0,
7424,332,92,42,0,\N,30,0.0,0,\N,\N,\N,\N,\N,\N,81,gachot,1962-12-23,coloni,Did not qualify,0.0,
7425,332,90,44,0,\N,31,0.0,0,\N,\N,\N,\N,\N,\N,97,moreno,1959-02-11,eurobrun,Did not prequalify,0.0,
7426,332,149,44,0,\N,32,0.0,0,\N,\N,\N,\N,\N,\N,97,langes,1960-07-20,eurobrun,Did not prequalify,0.0,
7427,332,152,47,0,\N,33,0.0,0,\N,\N,\N,\N,\N,\N,97,giacomelli,1952-09-10,life,Did not prequalify,0.0,
7428,333,95,6,1,1,1,9.0,61,1:22:11.014,4931014,\N,\N,\N,\N,1,mansell,1953-08-08,ferrari,Finished,85.0,
7429,333,102,1,3,2,2,6.0,61,+2.808,4933822,\N,\N,\N,\N,1,senna,1960-03-21,mclaren,Finished,118.0,
7430,333,117,6,2,3,3,4.0,61,+4.189,4935203,\N,\N,\N,\N,1,prost,1955-02-24,ferrari,Finished,85.0,
7431,333,77,1,4,4,4,3.0,61,+5.896,4936910,\N,\N,\N,\N,1,berger,1959-08-27,mclaren,Finished,118.0,
7432,333,137,22,6,5,5,2.0,61,+57.418,4988432,\N,\N,\N,\N,1,piquet,1952-08-17,benetton,Finished,43.0,
7433,333,145,22,9,6,6,1.0,61,+58.249,4989263,\N,\N,\N,\N,1,nannini,1959-07-07,benetton,Finished,43.0,
7434,333,119,3,5,7,7,0.0,60,\N,\N,\N,\N,\N,\N,11,patrese,1954-04-17,williams,+1 Lap,44.0,
7435,333,55,25,8,8,8,0.0,60,\N,\N,\N,\N,\N,\N,11,alesi,1964-06-11,tyrrell,+1 Lap,15.0,
7436,333,105,21,19,9,9,0.0,60,\N,\N,\N,\N,\N,\N,11,alboreto,1956-12-23,arrows,+1 Lap,2.0,
7437,333,78,27,22,10,10,0.0,59,\N,\N,\N,\N,\N,\N,12,larini,1964-03-19,ligier,+2 Laps,0.0,
7438,333,94,18,16,11,11,0.0,59,\N,\N,\N,\N,\N,\N,12,martini,1961-04-23,minardi,+2 Laps,0.0,
7439,333,127,41,14,12,12,0.0,59,\N,\N,\N,\N,\N,\N,12,gugelmin,1963-04-20,leyton,+2 Laps,7.0,
7440,333,133,21,17,13,13,0.0,58,\N,\N,\N,\N,\N,\N,3,caffi,1964-03-18,arrows,Accident,2.0,
7441,333,88,33,11,14,14,0.0,58,\N,\N,\N,\N,\N,\N,3,suzuki,1960-09-08,larrousse,Accident,6.0,
7442,333,139,35,13,15,15,0.0,58,\N,\N,\N,\N,\N,\N,13,pirro,1962-01-12,dallara,+3 Laps,0.0,
7443,333,112,27,20,\N,16,0.0,52,\N,\N,\N,\N,\N,\N,3,alliot,1954-07-27,ligier,Accident,0.0,
7444,333,101,34,25,\N,17,0.0,52,\N,\N,\N,\N,\N,\N,6,brabham,1965-09-05,brabham,Gearbox,2.0,
